Date,LIN_monthly_var,XOM_monthly_var,CMCSA_monthly_var,ABBV_monthly_var,AMD_monthly_var,LLY_monthly_var,PM_monthly_var,COST_monthly_var,DIS_monthly_var,MS_monthly_var,WMT_monthly_var,HD_monthly_var,META_monthly_var,BRK-A_monthly_var,NKE_monthly_var,UNH_monthly_var,BAC_monthly_var,VZ_monthly_var,UPS_monthly_var,ABT_monthly_var,NFLX_monthly_var,V_monthly_var,ADBE_monthly_var,NVDA_monthly_var,PEP_monthly_var,PFE_monthly_var,ORCL_monthly_var,MSFT_monthly_var,JNJ_monthly_var,AAPL_monthly_var,KO_monthly_var,JPM_monthly_var,NEE_monthly_var,AVGO_monthly_var,MCD_monthly_var,TXN_monthly_var,DHR_monthly_var,CRM_monthly_var,CSCO_monthly_var,TMO_monthly_var,AMZN_monthly_var,ACN_monthly_var,MRK_monthly_var,CVX_monthly_var,PG_monthly_var,MA_monthly_var
2022-02-28,-7.982929584536214,4.383038500953407,-6.461302506334777,7.947988404240092,7.956233118503819,2.2834676770270956,-1.7306772855322672,2.9511231729060006,3.8399702359162236,-11.507697136859207,-3.3259344225441745,-13.938084215071001,-32.63423603377099,1.3622673236768357,-7.780117694039157,0.698301718301253,-4.204588020044053,0.8266030645729394,4.816248155049752,-5.366376504999105,-7.636846119793739,-4.288086192742158,-12.468649941837828,-0.41247877108051556,-5.636241615984816,-10.91288963294783,-6.394782764028695,-3.721193588597682,-3.867656758576532,-5.406580481325851,2.0160699697046924,-4.576056219380109,0.7469219411256667,0.26624784399245094,-5.133299103678956,-5.292772843808358,-3.981945492022687,-9.500066904373972,0.1796397956661533,-6.416646230123857,2.6672518265588474,-10.62277454857642,-6.013754984700304,10.798646863047278,-2.8420121798418685,-6.615239004748419
2022-03-31,9.368320854811785,5.317527727413185,0.1283051133167179,9.704266473130584,-11.350738134973604,14.57092878017081,-5.797128448057909,10.900333350491476,-7.611479550541011,-3.680840489236592,10.606664404454037,-4.652374707896456,5.368905793770118,11.07002236431789,-1.232466155602674,7.4829488553003864,-6.286103410719268,-5.086651273825426,1.9199693722399935,-1.8736553181242233,-5.05170668933852,2.6142883992280153,-2.5786857995771295,11.91571574146295,2.8953697742010176,10.28974147672901,8.898258349433895,3.1861870184236585,7.692761858090957,5.747345593252362,0.3769209369610005,-3.8645854128954493,8.227929709881376,7.9153617713207725,1.0254447119062426,7.935750767846339,6.988286026277746,0.8502391845821355,-0.017927493438696374,8.636189540901063,6.143728503001578,6.7116058999892925,8.095912314042897,13.07639370598781,-1.9821629580417888,-0.953383140013031
2022-04-30,-2.3385297860124443,3.2207182765317866,-14.599749195127309,-8.624792935648163,-21.78525744706802,2.011398984362045,6.4509125700406456,-7.513229629536145,-18.6133025131612,-6.99990254873385,2.7330152844049493,0.35746157078826446,-9.844396172676294,-8.428668931655203,-7.327585514855217,-0.2784501253161986,-13.440086472926517,-8.002015887442948,-16.07759098351317,-3.7239178748704194,-49.1817714110439,-3.895936414542278,-13.096436405256728,-32.0274108872452,2.5869286458485075,-5.215383505081106,-10.930565800309843,-9.986712051331825,1.822493465767061,-9.713083305483728,4.2096711754238125,-11.792303150177496,-16.161013612775232,-11.95686433360288,0.760275318053405,-7.2105948078144415,-14.386517983003856,-17.134515649888414,-11.557719746810136,-6.387888518707907,-23.75250931362105,-10.667976784935462,8.092631724143207,-3.78308622977781,5.661477881336352,1.8199789442414849
2022-05-31,4.077437022561714,13.76347181802442,11.36820956416933,0.3335881576204125,19.10664711024628,7.656235034234515,6.250006031551281,-12.31851219285156,-1.0660170575031325,6.886719644527539,-15.616993264348732,0.7823005261911042,-3.4069944577569733,-2.1245406119667964,-4.69126061441103,-2.314417918782008,4.2600946244514715,10.777547670596178,2.13020811884459,3.488992195313112,3.719269703905259,-0.260294283936946,5.184997637672084,0.6739592244910941,-2.3062167423040125,8.97197378060004,-2.016357437912275,-1.8077097501640105,0.12393393455460977,-5.44960169589449,-1.903718349500838,10.782507922155848,7.18265596322063,4.642941309748561,1.2241120482898715,4.529733145023407,5.053151057445304,-8.923494788213837,-8.023683663860348,2.6495737465209057,-3.276431760316645,-0.6325778196568876,3.7659223392169316,12.399864770471458,-7.891626856497758,-1.5163116906210639
2022-06-30,-11.116656942114023,-10.791669585505193,-11.38210890850856,3.928893022887614,-24.926368778234785,3.4424580566346563,-5.902166370365347,2.8012609917728692,-14.523723796581168,-11.70188714265139,-5.480835677085249,-8.834977090583806,-16.72691566398545,-13.732728615124989,-13.796216252290705,3.760555313453273,-15.835215149201042,-1.052833085669147,0.1591062715949665,-7.500421041834516,-11.431324475857817,-7.201774869727052,-12.106226492917937,-18.79710662735198,0.041250691831828945,-1.1500895582934212,-2.8503860656860613,-5.532066456201523,-1.125161621149362,-8.142976435054416,-0.024428317265712263,-14.837785417478589,2.33846665193993,-15.564174455979362,-1.5708114262833583,-13.074222473641562,-3.8063773876528817,2.9954990192343267,-5.3496097193119425,-4.223519470216952,-11.645921262241288,-6.9724604405136725,-0.12371231923961057,-17.1075340622325,-2.7657598312286313,-11.845077366488576
2022-07-31,5.032515927324144,13.183095912210385,-3.738198740075871,-5.424148950284568,23.538642229191908,1.6839835968733619,-1.6102725266540108,13.135176259842595,12.394064363478563,11.88447154281378,8.611617092531688,9.724000986436266,-1.3333295482073626,10.453600684680286,12.446191970376063,5.589636755328975,8.60906419908778,-7.8401563600920205,6.765646808215542,0.6201283854126327,28.60982454180876,7.730217137297202,12.036277619092006,19.816621109363307,4.980199708843136,-2.9144849551487106,11.905152423128374,9.3096743018503,-1.684416776305464,18.8633594842289,2.0028614520189114,3.3482220062305945,9.075672116362977,10.224155869939144,6.679355126223574,17.193792456746905,14.96924357102014,11.500249490087011,7.360105551736362,10.147613435739622,27.059597129750056,10.69669008076306,-2.0072445018520013,13.123362985428045,-2.7666841625507366,12.315285178549985
2022-08-31,-6.3377484675606555,-0.4242440775574008,-3.544778645868596,-6.306177952538428,-10.161954430055886,-8.334074107032041,-1.7087174207962463,-3.5470069963374096,5.636195516432707,1.0913474828048386,0.81582772957145,-3.534967552371149,2.4072824797842562,-6.728359530661942,-7.370339405953352,-4.242725848963946,-0.5915388184055459,-9.482564493118495,0.5526563908842208,-5.68724598002942,-0.5958187524484293,-6.1515516302011015,-8.943722108769736,-16.8969904589471,-1.5374913668927181,-10.453379395066776,-4.740488339263593,-6.666312566838628,-6.9309780613726275,-3.120797632047567,-3.83356026920203,-1.412965848261194,1.1628612457450949,-6.792039359856039,-3.686475231143782,-7.647160503026795,-7.396997560364205,-15.161400123632507,-1.432660360954774,-8.8718401409127,-6.061504624052039,-5.812051183098377,-4.454881733220528,-2.6155976065440067,-0.6982822818194068,-8.315675638569765
2022-09-30,-4.295500734178493,-8.66199376730492,-18.955508958729407,-0.18591971454392509,-25.344646447648124,7.3432298717521105,-11.827553633725396,-9.54415264446321,-15.836901953977211,-7.287040699063252,-2.150140148803359,-4.327032771726735,-16.7249746670188,-3.521888974337062,-21.692107879583034,-2.446495738018861,-9.553765448119812,-9.184402876826736,-16.950281313546554,-5.7379414016369035,5.314011903985105,-10.598368243240374,-26.30676670740144,-19.55341893160417,-4.59327993709957,-3.250061087948597,-17.639925858368887,-10.926684599747139,1.2520101630314917,-12.097708049919287,-8.55869509981243,-8.115713405035741,-7.818005171004627,-10.293688249032273,-8.53813064086648,-6.313171038381005,-4.215194063658966,-7.865743763365618,-10.554558323227425,-6.942350042234358,-10.862189009783762,-10.802192510991748,1.703688536642356,-9.104131864132736,-8.474707144110083,-12.340843700324589
2022-10-31,10.29712058077532,26.91557807841416,9.179247886532282,10.192726065623825,-5.208332079026845,11.980825652615135,10.649322937636008,6.38094626012371,12.943919058054076,5.008066733907635,9.737853972123212,7.316811856803507,-31.338436990689534,9.491475385637326,11.50143322298125,9.921995107221292,19.33775310376682,0.07845791278324743,3.8566319283849015,2.7354716855583217,23.972138063264083,16.61132542602615,15.734006494300012,11.18708752275126,11.221365784647164,6.375681972953995,28.494064742476223,-0.33061279521245934,6.49486712860301,10.955144507670344,6.83683540978921,21.537077955902607,-1.1605644127963943,5.88049451134347,18.167631009675354,4.607017455749984,-2.563009226684043,13.035317350783915,14.629958779334995,1.3367657539776312,-9.345130582826322,10.828786719996097,17.5104402739821,25.913538003392578,7.426329262978659,15.604373087448264
2022-11-30,13.159581939740562,1.2871749382049158,15.437926831679572,10.09563272074252,29.2540717255801,2.768684214888717,8.513868502620149,7.527428995537688,-8.137786835406091,13.265186185215171,7.089160315808929,10.069923512086397,26.771139793498612,7.915964498370975,18.35348794226237,-1.3311686730613337,5.022187089493846,4.308260818240073,14.147238422879171,8.732559030255915,4.676577246860303,4.984075887913586,8.298270855818291,25.415494654266247,2.1643369552605263,8.613659771736826,6.353267300049281,10.222301846299064,2.9768962020612078,-3.3027490836970763,7.036151180557204,9.77119563030211,9.845360737478925,17.210504469599908,0.6111519091619888,12.345137943364604,8.638300310293667,-1.4392006830652115,9.443094772390271,8.998584357693474,-5.759470309709913,5.9986041366403065,8.814239427794156,2.1160808820988253,10.75964252926127,8.598944359656556
