Date,LIN_daily_var,XOM_daily_var,CMCSA_daily_var,ABBV_daily_var,AMD_daily_var,LLY_daily_var,PM_daily_var,COST_daily_var,DIS_daily_var,MS_daily_var,WMT_daily_var,HD_daily_var,META_daily_var,BRK-A_daily_var,NKE_daily_var,UNH_daily_var,BAC_daily_var,VZ_daily_var,UPS_daily_var,ABT_daily_var,NFLX_daily_var,V_daily_var,ADBE_daily_var,NVDA_daily_var,PEP_daily_var,PFE_daily_var,ORCL_daily_var,MSFT_daily_var,JNJ_daily_var,AAPL_daily_var,KO_daily_var,JPM_daily_var,NEE_daily_var,AVGO_daily_var,MCD_daily_var,TXN_daily_var,DHR_daily_var,CRM_daily_var,CSCO_daily_var,TMO_daily_var,AMZN_daily_var,ACN_daily_var,MRK_daily_var,CVX_daily_var,PG_daily_var,MA_daily_var
2023-01-04,-0.4963075220706714,0.29104397957464556,2.8675869849956515,0.8067446873447848,0.9996986138740782,-0.5178170493014833,-0.06909952774484251,0.7236149102694212,3.3831652185366545,1.0849243363850958,0.11140519521772863,1.2092068794232746,2.1083893922178687,1.4344284116926787,2.0715767390900197,-2.726366561004534,1.880030312203318,2.5174597380702934,1.0440489661119656,1.487492261210921,4.902522751864935,2.516998130080128,1.332657620630795,3.031796232043349,-0.24524584650275072,-2.204442043523125,0.9077810618874249,-4.374319646157576,1.088726106277571,1.03142905841056,-0.04766019290012302,0.9324976538794161,0.7872955517082225,1.2213700269697592,0.02271291089641636,3.6517310490076893,1.5632719049628818,3.568776971477905,-0.021026915097810406,1.579960260307467,-0.7923564525679994,-0.3404207366733414,0.8457800237841706,-1.0632778568641643,0.43542610034668083,2.407740561525107
2023-01-05,-3.560941363501424,2.237411457031113,1.0658635290004437,-0.1221781732895777,-3.603466902399921,-1.1511953498383076,-0.4050231207731514,-1.3952115194610704,-0.06523721004382255,-0.8424697429080474,-0.3408401978328035,-1.3323733518023073,-0.3375993529899812,-0.545920295636837,-0.48675472547297094,-2.882062922697215,-0.20502874293572004,1.385845707377542,-1.8463183537527739,-0.36866999689306734,0.09372953087791736,-0.705524833974136,-3.7989517241971082,-3.281594956429168,-1.0448701920671044,-0.9375628767950173,-0.20123627361433583,-2.963780079384193,-0.7383603368399494,-1.0604652356973276,-1.1443045182085498,-0.022151096377032164,-2.2014417990115276,-0.9317400274914456,-0.8434606894659025,-1.3241189033125655,-4.1821498128947425,-2.328247070179068,-1.409034939663012,-0.8862407854663412,-2.372558911847966,-2.3613204105627172,1.3918590434612188,1.8008656553076596,-1.241534507583042,-0.9517175983793758
2023-01-06,3.4927459110048575,1.2086816999723915,2.4607897425012126,1.8716745592473272,2.615108624312379,1.1200275589621889,2.648283897187209,7.259154818400693,2.175805091209937,1.9087503101390846,2.449915083565468,0.6529863925766044,2.426344550037629,1.7512561753156186,3.241582769070095,0.008169756922549176,0.9979385133112029,1.175054089911387,2.9394852561757556,1.3808696815186705,1.8889168083167096,3.1452848264736044,1.3122632829606795,4.164041081308234,2.25861582765039,2.5372532941907666,1.6012423784513174,1.1785322785042185,0.8109653650083315,3.6794083373319353,1.9292589399365623,1.9135515892899413,1.234424148977653,6.019594026272013,2.7883735480867644,4.930219070031039,-1.0735371640692715,3.0585288843714142,3.0716640727324718,-3.939386828040947,3.5611152390083056,2.368980851373692,1.0559632822232157,0.7532484713269838,2.3812675469527145,4.689638798492202
2023-01-09,1.8218712916334923,-1.8637444072618359,-0.8973349914688789,-2.936049984692468,5.128203293069067,-3.612174182215222,-1.1498636869304524,-0.8532314295009558,0.9050239466488197,0.09136107176672681,-1.2467604806192578,0.08817991296625749,-0.42301417757629745,-0.7407330559907055,0.25696751908195203,0.012244258902005534,-1.5111835235069981,-0.40204809733176416,1.5311548548361253,-0.16024332300631494,-0.12041653618559689,0.3903592403861955,2.7738575466049964,5.175322554471196,-0.9773680441594879,-4.968579745179136,1.2655220975525738,0.9736413763104856,-2.59084957779796,0.40888489051500443,-1.2460547138291589,-0.4132271945747612,0.5020927031464284,-1.9611483269384333,-0.823835331802536,0.8677678095831753,1.0139007904347297,4.690066083775335,0.5380851327833502,2.0729071237560293,1.486987397850048,1.6864257366242752,-3.8836580362783146,-0.7816111435736128,-1.2214180909166372,0.897543756972774
2023-01-10,0.034160232997537676,1.493497023043533,0.8788333407552251,-1.2495479185211877,1.2046478490814083,0.8346950678433718,-0.10753001063811274,0.5535255934239869,0.833598125472923,1.4605225363900187,-0.062091075044579114,0.887328387331765,2.7187798248804462,0.216352937487585,0.7929494954930005,-0.8284704974485191,0.6786595974469067,1.401980064377395,-1.6071321498365987,1.5158267448799334,3.924864228881919,1.1390615390911352,-0.9591200286346524,1.7980558438792427,-0.8252920992814161,-1.5912418890482893,0.09257087274598952,0.7617117885295066,-0.23920228558623746,0.4456454474873528,-0.766648862038688,0.895396703549256,0.5590536495312382,-0.3397510907402812,0.6211456193286891,0.9735187474450235,4.642234843595938,0.23113278299347062,0.47344899252452777,4.0176451963611415,2.8731709234134817,0.4310491593597421,0.38955759311578575,0.4909229301878426,-0.09865503753982985,0.010777047360921443
2023-01-11,2.356926537584436,1.1626938826917455,0.18479330701171026,-1.5472317699399385,1.4841946532577754,2.1715067791276965,-0.1272197824264798,0.6044865936670307,0.8057809670712901,0.5735537316979844,0.8767054467384128,2.6104826559016914,-0.075198209929217,0.9532351591506449,1.6687883040052531,1.5226299171553048,0.76202511276664,-1.8355212486554695,1.935450219332946,-0.6148463719578667,-0.08548536728101297,0.45683152066819943,1.2488870139645725,0.5782805492370091,0.11245239948405317,-0.35698995833972624,2.427742459820914,3.0238144033444936,-0.15985348124188947,2.1112198986636965,-0.19315067738849834,0.7431407661242506,0.544119690709377,0.5583308562349121,-0.037198699380980305,0.2634503330585014,2.5928148764336134,-1.7227404387295087,0.8194976099725304,2.557956275672435,5.8083825879343465,2.655119758499147,0.23463983990912318,-0.4771569014348831,-0.8097946003724488,1.8463096668348111
2023-01-12,-0.21539556980993968,1.6611261212519546,1.94992880702618,-2.2287785781833547,2.5195562622019496,-0.3579334737381479,-0.6074766638352824,-0.3881824630259212,3.61257724633115,1.2300163972693179,-0.9033119719962679,0.26443582477106986,2.8745634297266065,-0.2334758982623586,-0.03908102012765147,0.46007690708147475,0.2617809232833723,1.5298780724946948,0.395106610302709,-1.1363576801468045,0.8769770309678071,0.6843726519650595,0.46948820561834026,3.1873120225274443,-1.2749213527584402,0.5479499013952616,0.20316396200767972,1.1621495822503158,-0.5032035505817545,-0.059933522855326604,-1.2901156162885674,-0.10025843834513548,0.08236058052961681,0.65727710513106,-0.7886569686450962,-0.41370331520201864,-0.5478209728469463,3.2436248481755747,-0.4267440095926833,-0.17509053315963863,0.18929468094222024,0.9819277594332654,0.6302337336657526,1.0730590036598597,-0.5641863790226131,0.5160680978864685
2023-01-13,1.5809748443048388,-0.061828923813023184,0.6203198440054791,0.906579746695857,0.28248155313777,0.6961464748802104,0.25629789674133097,0.5845396121107571,-0.41077651812800875,1.2482072525327181,0.33146550767377825,0.4062259148725822,0.19749030825297886,-0.3808557345814534,0.7506549303185395,-1.2306550662456006,2.2048090444565016,0.11958107945921892,-0.43728245565227697,1.9306719906006853,0.8148312487867182,-0.25042382367181926,-0.04643979164715706,2.3499437831066894,-0.30719433023665976,0.29343952194895717,0.47308234710148334,0.30187395563014974,-0.327597130252677,1.0119216267462816,0.3594204383895683,2.523474074884202,-0.45844592517935157,-0.5052094408723229,0.8249305911300464,0.494020436655096,0.4810665925902624,-0.06016817714392664,-0.24489208770779314,0.39551374410260465,2.9915043601747016,-0.5989213866972487,0.4294521412773866,0.2710584728613741,0.7142415871915997,-1.1295158907205116
2023-01-17,-1.2301363698957513,-0.1944289249161235,0.025682790969927538,-0.5013048181525592,0.8309807575924255,-1.0729492782520889,-0.46213355853712557,0.31323859681331445,0.5130806120739129,5.913147717737943,-0.6056650327390667,-1.1110749164204292,-1.1826508743727482,-1.0438213716241096,-0.5510370467578074,-0.9171366559078242,-2.015318521941367,-2.4128046553220206,-1.7293389353467137,-0.1057146788512986,-1.9830556932492915,-0.02689971050362505,0.0,4.751763019540789,0.4679225659948605,-3.699058872802463,-0.6726521912515215,0.46817553494129527,-0.6169568948092174,0.8756315447660867,0.4069664557568853,-1.5453492200829255,1.2517656284585454,0.04145013465985947,1.9413024988450989,-2.016654744385804,0.4751234843177965,-0.6956011800838269,-1.6366638106246834,0.6885331200435774,-2.109661268732821,0.9711476847488631,-1.603565855321476,1.650156489997956,-0.29162526143664547,-0.1384691958538964
2023-01-18,-1.7151468030660144,-2.0543699472764687,-1.6949152542372836,-2.3751867461824783,-1.4806503880664734,-1.6017085531912834,-1.946061738853544,-1.4996772421037918,-0.8707864224731021,-0.5150357879273204,-2.4721414426831623,-1.1724166150650084,-1.7287206910012953,-2.0462184873949574,-1.3344787963944227,-1.8223794799165138,-2.3174993198677107,-2.1542219830867793,-1.2737435600015945,-1.6579944116817957,0.03371508526484046,-1.5874343932761326,-0.8914592254748999,-1.8359521460637018,-2.5218699428252167,-2.3437595664022037,-2.133174041949404,-1.8889178260187767,-1.5084723562055147,-0.5369975216971135,-3.031772294598001,-3.004254766064318,-2.2626481653614694,-0.8545654261895796,-2.9440657846454443,-0.9349954690215934,-1.5641059520371203,-2.0340838200517353,-2.4542372989744488,-1.3285441358390604,-0.6142675153973931,-2.450165264387527,-1.5029406797604006,-1.8062008323793788,-2.67880782935328,-1.6213302199498236
